gene,importance,deceased_avg_expression,survivors_avg_expression
MACROH2A1,0.000276933,0.09835278,0.497449997
MADD,0.00015544,0.036511354,0.173933212
MAEA,0.000339106,0.030369032,0.142448796
MAGEF1,8.27E-05,0.029285727,0.149104187
MAGT1,0.000785301,0.075234929,0.315461921
MAML1,0.000766759,0.03629753,0.159111399
MAN1B1,9.53E-05,0.051011499,0.24090127
MAN2B1,0.000796657,0.035039238,0.177092218
MAN2B2,0.00018089,0.043808908,0.211305904
MANBA,0.000315966,0.027340918,0.131704695
MANBAL,0.000841753,0.028808386,0.141145732
MAP1LC3B,0.000423889,0.049547918,0.198958961
MAP3K2,0,0.042547045,0.187515412
MAP3K3,0.000567136,0.022346832,0.092738218
MAP3K4,0.000709704,0.020333362,0.083467706
MAP3K7,0.000140152,0.029824348,0.132868902
MAP4K4,0.000624651,0.071934083,0.31237582
MAP7D1,0,0.056556111,0.246902201
MAPK1,0.000182219,0.083647456,0.355073964
MAPK14,0,0.039343348,0.169455424
MAPK1IP1L,0,0.050104827,0.213122795
MAPK8,5.83E-05,0.022875663,0.094481888
MAPK9,0.000432346,0.036007313,0.155222609
MAPKAP1,0.000852687,0.040444837,0.174749095
MAPKAPK5,0.00075466,0.020294662,0.091097811
MAPRE1,0.000436899,0.086755704,0.39820441
MARCHF5,0.000203249,0.033507226,0.140443713
MARCHF6,0.00020757,0.108074569,0.458948047
MARCHF7,0.00014001,0.054026806,0.218560198
MARCHF8,0.00061122,0.036568905,0.143934686
MARCKS,0.001179555,0.12330495,0.549780261
MARF1,0.000298557,0.059241193,0.249849704
MARK2,0.000448197,0.050644631,0.234009405
MARK3,0,0.035798815,0.164282708
MARS1,0.000366362,0.049000245,0.236885496
MAST2,0.00040264,0.041275088,0.204316331
MAT2A,0.001880458,0.093283222,0.38173015
MAT2B,0.000188516,0.039678936,0.169054269
MAU2,7.15E-05,0.036462229,0.164933335
MAVS,0,0.071976911,0.313603613
MAX,0.000257255,0.032688573,0.153806943
MBD1,0.000315659,0.030394472,0.133747911
MBD2,0,0.052527328,0.222727339
MBD4,0.000228998,0.025434439,0.114598211
MBNL1,0.001328458,0.086208408,0.336358587
MBTPS1,0.000390175,0.094218031,0.426488112
MCFD2,0.001005796,0.068535886,0.266903417
MCM3,7.08E-05,0.066778951,0.339979187
MCM6,6.82E-05,0.03537583,0.167928666
MCM7,2.19E-05,0.062171923,0.316208133
MCMBP,0.000237883,0.046341062,0.196745564
MCTS1,0.000218975,0.025183314,0.109050412
MCUR1,0.000164288,0.026721461,0.118814998
MDC1,0.000174898,0.025945361,0.116247057
MDH1,0.000655368,0.080348096,0.328122335
MDM4,0,0.03121101,0.145653984
MEAF6,8.22E-05,0.051398045,0.245941438
MECP2,0.001160963,0.041717325,0.174287369
MED12,0,0.039388966,0.170027733
MED13,0.000294412,0.062528019,0.291329635
MED13L,0,0.090640541,0.433298928
MED14,0.000829723,0.040329844,0.17110751
MED15,8.56E-05,0.043289218,0.198814659
MED22,0.000287082,0.020604545,0.09533955
MED28,0.00042977,0.032802219,0.145204433
MED29,0.000239457,0.044921543,0.20818809
MEF2D,0.000324387,0.053644395,0.232728902
MEPCE,0,0.038488789,0.17637509
MESD,0,0.037261448,0.176952081
METAP1,8.05E-05,0.02866172,0.12062361
METAP2,0.000160448,0.04581374,0.203083872
METTL16,6.89E-05,0.023689303,0.097969241
METTL2A,0.000372654,0.013317036,0.065527032
METTL9,7.07E-05,0.056449922,0.245264024
MFF,0.000160764,0.030812369,0.128013745
MFN2,0.000265679,0.066956706,0.303789095
MFSD1,0.000208243,0.049966062,0.220218966
MFSD14B,0.000724994,0.04343018,0.186418876
MGAT1,0,0.082838268,0.361761062
MGAT4B,0.000872555,0.049039617,0.229602984
MGAT5,0,0.045093005,0.198189786
MGME1,0.000480185,0.016877543,0.077331084
MGRN1,7.56E-05,0.049154214,0.237055724
MGST3,0.000638836,0.058893517,0.251852749
MIA2,4.01E-05,0.026291839,0.124260814
MIA3,0.001217654,0.068512272,0.318713528
MIB1,0.000197029,0.052307881,0.226314095
MICU1,0.000673124,0.036238679,0.160578593
MIDEAS,0.000247695,0.035535687,0.157499669
MIDN,0.000948862,0.064969666,0.2991909
MIEF1,0.000146577,0.02659539,0.115117432
MIER1,0.00015483,0.029058311,0.125787731
MINK1,0,0.043531031,0.197235929
MIOS,0.001469905,0.022459451,0.093713298
MKLN1,0.000204263,0.030033977,0.119147589
MKNK1,0.000160152,0.012578323,0.056057966
MKNK2,0.000140849,0.095570316,0.460682931
MKRN1,0.000181857,0.079183978,0.370344706
MKRN2,0.000394343,0.018809847,0.081417641
MLEC,0.000609271,0.125851014,0.581460834
MLF2,0,0.108671151,0.530681881
MLLT1,0.000473427,0.044929435,0.208813338
MLXIP,0,0.050935382,0.211685154
MMS19,5.51E-05,0.035321432,0.15727508
MOB1A,0.000565798,0.095695389,0.405738183
MOB3A,0.000610861,0.030194274,0.135241933
MOGS,0.001399056,0.036340197,0.174073989
MON1B,7.14E-05,0.023395865,0.100184506
MON2,0.000317747,0.034386334,0.147777479
MORC2,0.000274409,0.032320874,0.151759721
MORF4L1,0.000519353,0.125244361,0.536649567
MOV10,0.001928865,0.030259391,0.153804474
MPC2,0.000511779,0.031167803,0.163548292
MPHOSPH10,0.000891935,0.029387748,0.123819058
MPHOSPH8,0.000262211,0.036014538,0.146692383
MPRIP,0.000280177,0.081556989,0.318076401
MPV17,0,0.026204846,0.117842021
MPZL1,0.000735992,0.13018748,0.550145447
MRE11,0.002886226,0.019540249,0.077329151
MRFAP1,0.000430146,0.168221461,0.794348634
MRFAP1L1,0,0.043087062,0.206022958
MROH1,0.000322939,0.027697325,0.135669834
MRPL19,0.000343232,0.030671399,0.130266224
MRPL3,0.000856835,0.047502714,0.218973291
MRPL30,0.000441591,0.021453979,0.093651806
MRPL35,0.000468729,0.024657206,0.108880629
MRPL42,5.15E-05,0.028811339,0.130989088
MRPL50,0.000577094,0.014210981,0.060079435
MRPL51,0,0.04208249,0.213947739
MRPS10,0.000261854,0.026812954,0.123562207
MRPS14,0.000546137,0.019122587,0.088622411
MRPS16,0.00068533,0.042129126,0.193569251
MRPS21,0.000201728,0.040990549,0.17995588
MRPS23,0.000240741,0.028114893,0.135167653
MRPS25,0.000346257,0.013060255,0.058858526
MRPS27,0.000191258,0.037192166,0.169430999
MRPS35,0.000336363,0.040510742,0.185318372
MRPS5,0.000827704,0.021277075,0.099907347
MRRF,9.95E-05,0.017987749,0.077494852
MRS2,0.000277202,0.020125129,0.091268406
MRTFA,0.00035657,0.027473573,0.126133717
MRTFB,0,0.066691844,0.287030052
MSH2,0.000302015,0.027146719,0.123498691
MSH6,0,0.045534895,0.204175769
MSI2,0.000128683,0.068600031,0.323189786
MSL2,0,0.025744509,0.114487477
MSL3,0.000389865,0.018835723,0.077694305
MTA2,0.000319318,0.057171248,0.272840323
MTA3,0.000137513,0.033243347,0.154178077
MTCH1,0.000404298,0.099813931,0.460321499
MTCH2,0.000432679,0.053742511,0.253259277
MTDH,0.000603678,0.128035438,0.544136413
MTHFD1,0,0.034369409,0.155872216
MTHFD2,8.16E-05,0.043759479,0.188976459
MTIF2,0.000148404,0.023312896,0.104838314
MTMR14,0,0.02450167,0.107719876
MTMR4,8.03E-05,0.034345158,0.16641746
MTOR,9.63E-05,0.042464994,0.197220094
MTPN,0.001578462,0.108169262,0.458985556
MTR,0.000108467,0.038481139,0.170952944
MTREX,0.000653312,0.036351576,0.160031533
MTX2,0,0.018918149,0.084353554
MXD4,7.26E-05,0.04647057,0.210510825
MXRA7,5.65E-05,0.041865889,0.158693917
MYADM,0.000124576,0.103869484,0.361771986
MYD88,0,0.036066572,0.16786784
MYH10,0,0.05360691,0.227202669
MYO1B,0.001011484,0.061163452,0.265345617
MYO1E,8.03E-05,0.03012693,0.133811941
MYO6,0,0.119716183,0.547804014
MYO9B,0,0.047663911,0.227500982
MYOF,2.62E-05,0.136375193,0.623917763
N4BP1,0.000691184,0.035880826,0.150473987
N4BP2L2,0.000142578,0.048165792,0.196317346
NAA15,0.000194866,0.036162788,0.156942304
NAA20,0.001044346,0.041041496,0.184779765
NAA30,0.000452721,0.019149373,0.082526664
NAA50,0.001670735,0.094748201,0.39288605
NACC1,0.000658294,0.042343739,0.212123359
NADSYN1,0.000530457,0.030404478,0.148929026
NAGA,0.000246787,0.029549694,0.141064773
NAGK,0.000195925,0.038284878,0.177385908
NANS,0.000142917,0.021655129,0.10762498
NAP1L4,0,0.078869991,0.374225328
NAPG,0.000229297,0.020237632,0.088260053
NARS1,0.000316186,0.094277118,0.418124182
NASP,0,0.053993,0.259880172
NAT10,0.000666999,0.044759045,0.204941097
NAXD,0.001035557,0.029232924,0.129940604
NBAS,0,0.035519904,0.161195491
NBEAL2,0,0.03842128,0.190754112
NBN,0.00052882,0.058209588,0.266090606
NBR1,0.000164516,0.102662778,0.444589529
NCAPD2,0.00060693,0.053253033,0.246135326
NCBP1,0.000549004,0.031485789,0.138105273
NCBP2,0.00060503,0.055688454,0.246513639
NCBP3,0.000192197,0.026707286,0.115385003
NCKAP1,7.62E-05,0.127297567,0.502943056
NCOA1,0.00073521,0.049532536,0.194776887
NCOA3,1.25E-05,0.043822025,0.195437852
NCOA5,0.000224959,0.034835335,0.160553072
NCOA6,0.000381959,0.047752001,0.218427232
NCOR1,0.000221666,0.075209064,0.334022161
NCOR2,5.27E-05,0.095530794,0.489139785
NCSTN,0.000323279,0.104477541,0.463935258
NDC1,0.000777288,0.026263067,0.127495539
NDFIP1,0.000223751,0.09581911,0.392728665
NDRG3,0.000295909,0.032679966,0.153968598
NDST1,0.000788366,0.109430364,0.453619127
NDUFA10,0.000370837,0.053552188,0.246534167
NDUFA5,0.000167738,0.041964323,0.186800691
NDUFB4,0.000428007,0.054896619,0.254800822
NDUFB5,0.000319509,0.041101583,0.178409965
NDUFS1,0.000296043,0.058393833,0.241862988
NDUFS2,0.000273045,0.077930036,0.368149997
NDUFV3,0.000262219,0.025214855,0.111750806
NECAP1,0.000356801,0.019412804,0.085212474
NECAP2,0.000159709,0.035323371,0.15895802
NEK6,0.000186043,0.030180938,0.136271967
NEK9,0.000115819,0.050183472,0.217183828
NELFCD,0.00039704,0.061394204,0.28626982
NELFE,7.79E-05,0.034937071,0.17122097
NEPRO,0.00057896,0.025281047,0.107622562
NET1,0,0.107754394,0.462908268
NF1,0,0.062987076,0.269874597
NF2,0.000558048,0.024592944,0.11299941
NFATC2IP,0,0.023212999,0.109544285
NFE2L2,0.003031867,0.068220616,0.267854536
NFIC,0.000113916,0.116477305,0.514105596
NFKB1,0,0.038255452,0.177753497
NFKBIA,0.000220369,0.062668242,0.324745199
NFRKB,0.000810317,0.020171422,0.086910122
NFX1,8.22E-05,0.035285881,0.153533305
NFYA,7.71E-06,0.031175841,0.13140295
NFYC,0.000594175,0.027799078,0.123981732
NGLY1,0.000372463,0.018045839,0.080919661
NIPBL,0.000696208,0.062864887,0.267312269
NISCH,0,0.053086352,0.233421766
NIT2,0.000314791,0.030207233,0.138766963
NKAPD1,0.000507169,0.020168118,0.084727074
NMD3,0.000497283,0.035061611,0.152545661
NMT1,0.000132495,0.062988403,0.277775545
NOL10,0.000888443,0.016888781,0.076493116
NOL11,0.000646915,0.036643206,0.162604451
NOL6,0.000335247,0.033132247,0.154827345
NOL7,0.00016719,0.02643826,0.126352465
NOL8,0.000980356,0.024972451,0.110801548
NOLC1,0.000905501,0.077618415,0.345261488
NOP56,0.00024081,0.057202324,0.270308814
NOP58,0.000440747,0.032271706,0.141031043
NOTCH1,0.001098641,0.042241131,0.153837841
NPC1,0.000252823,0.027651639,0.12232219
NPC2,0,0.05777044,0.258783073
NPEPPS,0.000350329,0.050429218,0.243556168
NPLOC4,0.001925383,0.067610659,0.327168077
NPTN,0.000266907,0.071491768,0.303777118
NR1D2,0.000816964,0.038118434,0.137564003
NRBP1,7.41E-05,0.068939749,0.311871336
NRDC,8.16E-05,0.074060672,0.343748194
NRF1,0,0.010233436,0.045846068
NSA2,8.00E-05,0.04716393,0.208449669
NSD1,0.000972383,0.063771526,0.29017537
NSD2,0.00096474,0.046051408,0.22822244
NSF,0,0.032749497,0.150963056
NSFL1C,0.000780357,0.045989976,0.208121033
NSL1,0.000150518,0.01853556,0.085138289
NSRP1,0.00045688,0.02303566,0.09904951
NSUN2,0.000151112,0.043292193,0.195179834
NSUN4,0.000157954,0.017345185,0.078001639
NT5DC1,1.27E-05,0.02413538,0.102919931
NUB1,0,0.041255199,0.188590781
NUCB1,0.000290914,0.126078959,0.587495022
NUCB2,0.000700525,0.074801572,0.412494902
NUDCD3,0.000552835,0.065808561,0.293655343
NUDT21,0.000727822,0.062497008,0.254801929
NUDT4,0.000306811,0.028925778,0.118367439
NUMB,0.000474967,0.038613578,0.16635459
NUP107,0,0.025790628,0.134875452
NUP133,0.001021698,0.045237515,0.211360129
NUP160,0,0.03638584,0.158190374
NUP188,0.000309771,0.039781386,0.187165426
NUP205,2.50E-05,0.046435277,0.20245392
NUP214,0.000376783,0.039757176,0.18314783
NUP43,0.000116957,0.026123239,0.115188892
NUP50,0.000538725,0.036084809,0.166634541
NUP54,0.000219306,0.021789768,0.092713765
NUP58,0.000115193,0.031975996,0.141663971
NUP62,0.001208256,0.039465991,0.189695056
NUP85,0.000458644,0.0237262,0.114790831
NUP88,0,0.018848158,0.08107846
NUP93,0.000236033,0.02591352,0.116560728
NUP98,0.000235667,0.070264167,0.309945933
NUS1,0,0.020904289,0.084794592
NUTF2,0.000327281,0.045877375,0.214485392
NVL,0.000786253,0.020454068,0.104708781
NXF1,0.000173727,0.044955778,0.199430917
OAZ2,0.000386131,0.047784465,0.214206392
OCIAD1,0.000810172,0.074007298,0.329322418
OCRL,0.000590733,0.037079838,0.157979275
ODF2,0.000157685,0.032943054,0.157270406
ODR4,0,0.026649547,0.125053079
OFD1,0.000233374,0.02607198,0.115280177
OGA,0.000561661,0.113898933,0.480817832
OGDH,0.000214808,0.070597529,0.310735259
OGFOD1,0,0.020602345,0.088837912
OGT,0,0.098393564,0.401980073
OLA1,0.000186143,0.059234309,0.269324087
OPA1,0.001084476,0.052881727,0.21891438
OPTN,0,0.058842938,0.246250054
ORC3,0.000584373,0.020055068,0.080119842
ORC4,0.000364411,0.019288748,0.08140006
OSBP,0.000243105,0.054453522,0.244101074
OSBPL2,0.001006936,0.036532539,0.163609344
OSBPL8,0.000329851,0.053570982,0.230039978
OSBPL9,9.78E-05,0.050417363,0.216653955
OSER1,0.000288891,0.026424295,0.117376488
OSGEP,0.000853224,0.013654857,0.065776208
OSGIN2,0.000181736,0.030419186,0.131232749
OTUD5,0.000415359,0.038618818,0.180244632
OTUD7B,0.001320228,0.040412761,0.203746987
OXA1L,0.000463313,0.057055611,0.261827171
OXSR1,0.000197964,0.03367941,0.144963784
P4HA1,0.001295679,0.047773664,0.198606654
PA2G4,0.000465776,0.049879355,0.234693946
PABPC4,0.00033375,0.06924512,0.305446282
PACS1,0.000237914,0.071695354,0.328805152
PACS2,0.000702757,0.035768366,0.165611719
PACSIN2,0.001064977,0.050571035,0.226010838
PAFAH1B1,0.000332308,0.073595433,0.297111769
PAFAH1B2,0.000353626,0.063384396,0.273348967
PAIP1,0.000163194,0.038760558,0.167525677
PAIP2,6.21E-05,0.023756046,0.105640301
PAK2,0.000119598,0.088078564,0.376320386
PAN3,0,0.032228462,0.136576377
PANK3,0.000261339,0.072377102,0.328025409
PAPOLA,0.000667033,0.114693852,0.507632734
PAPSS1,0.000273181,0.063165462,0.2747077
PARK7,0.000135744,0.099033972,0.477523283
PARN,0.00061202,0.043864049,0.205028698
PARP12,0.00085307,0.024939692,0.125047729
PARP14,0.000168689,0.068469781,0.350471473
PARP4,0,0.043042133,0.186343945
PARP9,0.000150103,0.058969263,0.284919086
PARVA,0.00064666,0.090756546,0.331140746
PBRM1,0.000173337,0.043051205,0.189065169
PBX2,0,0.027014807,0.124107643
PBXIP1,0.000455128,0.08420077,0.394503204
PCBP2,0.000506235,0.08536884,0.381213795
PCCB,0.000171688,0.028208807,0.13400664
PCF11,0.000180768,0.034066632,0.142464306
PCGF3,0.000220366,0.025327614,0.115689187
PCID2,0,0.020935345,0.093318315
PCMTD1,0,0.066441699,0.268093106
PCMTD2,0.000549449,0.0420968,0.190611854
PCNA,0,0.061245839,0.299292179
PCNP,0.001049506,0.069146106,0.279430549
PCNT,0.000200081,0.026410651,0.125348337
PCNX1,0.000166132,0.038485493,0.147933181
PCNX4,0,0.030654079,0.135338816
PCYOX1,0.000892339,0.095224496,0.360638024
PCYT1A,0.001345006,0.040276883,0.16675199
PDAP1,0.000119611,0.054080562,0.271184395
PDCD11,0.000265324,0.034276478,0.156908914
PDCD2,0.000636984,0.028375102,0.120265
PDCD6IP,0.000673672,0.101620537,0.434273418
PDCD7,0.000237549,0.012786339,0.056587926
PDE12,0.000301134,0.021859257,0.094050388
PDHX,8.02E-05,0.022158749,0.101822669
PDK3,8.84E-05,0.048475949,0.207786805
PDS5A,0.00023036,0.086080657,0.379853273
PDS5B,0.000132318,0.032000676,0.136463734
PDXDC1,0.000830491,0.119744189,0.572326177
PDXK,0,0.081463512,0.356385163
PEBP1,9.25E-05,0.194296966,0.864114377
PEF1,0,0.038938216,0.176326222
PEX13,0.001127611,0.027443062,0.120268441
PEX19,0.001314263,0.047956471,0.197452311
PEX2,0.000249354,0.031986589,0.142554585
PEX26,0,0.030631087,0.137602327
PFKL,0.000979088,0.092952051,0.43801343
PGD,0.000439165,0.078188256,0.370713853
PGM3,9.33E-05,0.022983694,0.105392544
PGRMC1,0.001313629,0.09978686,0.402165024
PGRMC2,0.000971539,0.06795455,0.27268117
PHACTR4,0.000157971,0.03470079,0.148936366
PHAX,0.000736223,0.024630539,0.105766781
PHB2,9.49E-05,0.089238444,0.427540331
PHC2,0.000297699,0.060019367,0.274416753
PHC3,0.00059653,0.044507403,0.188816373
PHF10,5.56E-05,0.043882251,0.170361197
PHF12,0.000650726,0.038350977,0.168161249
PHF13,0.000325299,0.022106848,0.097354709
PHF14,0.00016175,0.032090702,0.149625653
PHF2,0.00035892,0.036743028,0.159200704
PHF20,0.000245084,0.044904655,0.200255246
PHF20L1,7.95E-05,0.035850902,0.157318428
PHF21A,0.000828194,0.025059392,0.110278805
PHF3,6.72E-05,0.062123504,0.267026888
PHF8,0.000145346,0.032844713,0.148575692
PHIP,0.000672488,0.048880703,0.201076019
PHKB,0.002498817,0.053117608,0.212402297
PHLDB1,0,0.045562147,0.17859853
PI4K2A,0,0.01682064,0.076640968
PI4KA,0,0.052145215,0.248411156
PI4KB,0.000213946,0.062540376,0.276727686
PIAS1,0,0.022167921,0.089840886
PICALM,0.00014151,0.116562397,0.447918852
PIEZO1,0.000287103,0.060073752,0.283530158
PIGK,6.10E-05,0.024874827,0.109775121
PIGM,0.000127548,0.024925979,0.113898679
PIGO,8.21E-05,0.029162653,0.133143416
PIGX,0,0.022416748,0.10536873
PIK3C2B,0.000925963,0.027613375,0.113752163
PIK3CB,0.000391304,0.032030121,0.137812355
PIK3R3,0.001282963,0.060782324,0.283046073
PIK3R4,0,0.026538516,0.114525097
PIP4K2A,7.46E-05,0.025799672,0.109764081
PIP4K2C,0.000225817,0.040858382,0.194678947
PIP5K1A,0.000698663,0.050951163,0.225745875
PITHD1,0.000183301,0.026260345,0.115865908
PITPNA,0.000140082,0.050885509,0.225940147
PITPNB,0.000206232,0.039415697,0.169812915
PITRM1,0.000410394,0.042883795,0.178833321
PJA2,5.48E-05,0.088727714,0.352446212
PKN1,0.000330576,0.066236738,0.333330805
PKN2,0.00019312,0.035791818,0.146859213
PKNOX1,0.001060879,0.013811591,0.06160489
PKP4,0.000250418,0.070213592,0.308545195
PLA2G12A,0.000156017,0.021461831,0.092434017
PLBD2,0.000133011,0.059314395,0.258814888
PLCG1,0.000979459,0.044183405,0.204004791
PLEKHB2,0.001277605,0.070939766,0.320742348
PLEKHO1,0.001334273,0.025850053,0.121434332
PLPBP,8.26E-05,0.039671069,0.171854952
PLRG1,0.001338656,0.030917402,0.126599909
PLXNA1,0.000383198,0.041180072,0.187815992
PLXNA3,0,0.034487582,0.173692686
PLXND1,0.000402917,0.096430883,0.406754985
PML,0,0.046244154,0.19413706
PMP22,0.000195452,0.084228677,0.326691097
PMPCB,0.000259189,0.032820133,0.144619839
PNISR,0.000585299,0.053033791,0.206588818
PNMA1,0.000281224,0.02595518,0.120620772
PNN,0,0.048524136,0.225080944
PNPT1,0.000644759,0.023322526,0.09891397
PNRC1,0.000138498,0.054536737,0.200704593
PNRC2,0.001683139,0.048958136,0.216039348
POFUT1,0.000280638,0.050525984,0.239385545
POGK,0.000506386,0.066683041,0.300336386
POGZ,0.000320373,0.074896914,0.343406427
POLDIP2,7.00E-05,0.064846066,0.312915216
POLDIP3,7.20E-05,0.054040509,0.247051634
POLE,0.000545251,0.027291558,0.134590424
POLE3,0.000250129,0.040251984,0.184265866
POLH,0.001330316,0.019920564,0.090472272
POLR1A,0,0.039037868,0.179928805
POLR1B,0.000914497,0.021687215,0.099811433
POLR1D,0,0.041760196,0.192825302
POLR2A,0.000442378,0.143397588,0.65331613
POLR2C,0.000503172,0.032621857,0.13558009
POLR2D,0.000126986,0.019289974,0.086694917
POLR2K,0.000279877,0.033803719,0.150472647
POLR3A,0.000359205,0.020897096,0.096796537
POLR3C,0.000418449,0.023432129,0.10816827
POLR3E,0,0.022137423,0.107701346
POMP,0.000782139,0.0460325,0.207299845
PON2,0.000854898,0.039637029,0.167714929
POU2F1,0.000193594,0.023537675,0.107136991
PPA2,0.000123299,0.033686579,0.146605445
PPCS,0.00078281,0.034344416,0.159618422
PPFIA1,7.25E-05,0.041019945,0.214064883
PPHLN1,0.000207166,0.025748864,0.114831309
PPIE,0.000194085,0.024867318,0.105999093
PPIF,0.00029329,0.053014234,0.254294
PPIG,0.000335493,0.051494401,0.216834488
PPIL2,0.000214942,0.02339161,0.108045272
PPM1A,0.000250221,0.050646501,0.221667643
PPM1F,0.000348183,0.021472746,0.08247233
PPM1G,0,0.070605358,0.350985106
PPP1CC,6.78E-05,0.083103728,0.367554218
PPP1R10,0.00035333,0.0506015,0.229296376
PPP1R11,0.000350907,0.040919787,0.185049385
PPP1R12A,0.000179715,0.042110361,0.173167761
PPP1R15B,0.000708425,0.063871652,0.25611657
PPP1R18,0.000263299,0.039363751,0.180369471
PPP1R2,0.000367434,0.037708042,0.167612491
PPP1R8,0,0.025769112,0.113855263
PPP1R9B,4.13E-05,0.037044844,0.184255635
PPP2CA,0,0.078491099,0.346277896
PPP2CB,0.00040775,0.046087027,0.191412792
PPP2R2A,0.000444524,0.034416601,0.15322741
PPP2R2D,0.000246348,0.019821253,0.083858292
PPP2R5A,0.000524493,0.062061922,0.267995744
PPP2R5C,0.00045403,0.070142789,0.297253622
PPP2R5E,0.000167049,0.0340684,0.152575451
PPP3CB,0,0.038878408,0.162658351
PPP3R1,0.000541794,0.024043201,0.100718331
PPP4R1,0.000194971,0.044699311,0.194787716
PPP4R2,0.000379833,0.038668197,0.173043195
PPP4R3A,0,0.047925555,0.215231108
PPP4R3B,0.000228122,0.075964065,0.318594248
PPP6C,0.000135787,0.058247767,0.227102618
PPP6R1,7.47E-05,0.044913445,0.211390099
PPP6R2,0.000439706,0.030206264,0.14408976
PPP6R3,0.000527158,0.064084251,0.295166827
PPRC1,0,0.031297932,0.13667412
PRCC,7.51E-05,0.045343008,0.221931227
PRDM2,0.000226237,0.037212519,0.152421757
PRDX2,0.000202679,0.072657042,0.334828708
PRDX3,0,0.092717506,0.395347579
PRELID3B,0.000376663,0.053990583,0.245080747
PREP,0,0.026287744,0.117796746
PREPL,0.000486171,0.035126478,0.1463422
PRKAB1,0.000110967,0.018456679,0.085198317
PRKACA,0.000353157,0.065208225,0.276953735
PRKAG1,0,0.034733467,0.162022599
PRKCI,0.000666976,0.031199354,0.134634706
PRKD2,0.000270639,0.031198137,0.15188692
PRMT2,0,0.05183351,0.223271381
PRMT7,0.000189814,0.016168566,0.078285063
PROSER1,0.000878822,0.028749887,0.121680543
PRPF3,0.000582058,0.035946899,0.163336042
PRPF38A,0.000505744,0.031054646,0.136807988
PRPF38B,0.000302043,0.032013117,0.145616721
PRPF39,0,0.016830558,0.075095602
PRPF4,0,0.025405491,0.12151621
PRPF40A,0.000361133,0.072273106,0.318021444
PRPF4B,0.000123045,0.050565422,0.219736395
PRPF6,8.02E-05,0.083319742,0.43302949
PRPSAP1,0.000667627,0.027393552,0.125634312
PRR13,0,0.026936656,0.128758959
PRRC1,0,0.06231569,0.270902239
PRRC2A,0.000413998,0.187068623,0.850472906
PRRC2B,0.001088063,0.102455623,0.445692928
PRUNE1,0.000394476,0.032470842,0.153349273
PSEN1,5.90E-05,0.053253981,0.247364372
PSIP1,0.000650243,0.03596831,0.145390387
PSMA3,0.001255494,0.042207744,0.196378841
PSMA4,0,0.063812822,0.309307579
PSMA5,0.00059506,0.049312929,0.246540525
PSMB1,0.00048813,0.078908019,0.354812163
PSMB2,0.000146944,0.062512316,0.272949043
PSMB7,0.00035991,0.060368702,0.280492833
PSMC2,0.000220181,0.051694923,0.238805503
PSMC6,0,0.036232527,0.162863141
PSMD1,0.000422403,0.072920222,0.321947054
PSMD12,0.000391452,0.046050186,0.208574841
PSMD13,0.000531451,0.062581544,0.302143714
PSMD2,0,0.130067943,0.61379565
PSMD5,8.42E-05,0.034073183,0.148979736
PSMD6,0.001884696,0.033021711,0.150912103
PSME1,0.001405687,0.090504835,0.501042667
PSME2,0.000625987,0.055623109,0.323758596
PSME3,0.000291729,0.064150588,0.290454657
PSME3IP1,0.000349789,0.035544444,0.15201729
PSME4,7.83E-05,0.080041806,0.350662541
PSMF1,0.000477578,0.073940119,0.339964232
PSMG2,0.000344361,0.030644584,0.133338354
PTBP1,0.000689818,0.141624946,0.680666625
PTBP3,0.000739856,0.088449073,0.402733219
PTCD3,5.13E-05,0.033615635,0.14309074
PTDSS1,0.000233531,0.055059657,0.248524781
PTGES3,0,0.184263976,0.797673009
PTK2,0.000923269,0.086884013,0.362272066
PTPA,0,0.097161133,0.490098399
PTPN11,0.000802654,0.090538686,0.352789558
PTPN12,0.000401014,0.05982431,0.258070173
PTPN18,0,0.048290157,0.228347021
PTPN2,0.000289831,0.017634718,0.081111705
PTPN23,0.000514502,0.036227281,0.17549093
PTPN9,0.000292679,0.027639347,0.123712494
PTPRA,0.000789167,0.062564831,0.271799289
PUM1,0.000166932,0.068993128,0.294273287
PUM2,0.000333927,0.104454037,0.434920492
PUM3,7.25E-05,0.021076242,0.0945304
PURB,7.79E-05,0.058779815,0.24279088
PWP1,0.000275398,0.030565902,0.135825977
PYGO2,0,0.050171466,0.24576849
QARS1,8.54E-05,0.096829415,0.452934326
QKI,0.000285944,0.063414459,0.230404062
QRICH1,0.00012584,0.041330473,0.188595297
QSER1,0.00030059,0.037976234,0.161524996
R3HDM1,0.000226698,0.02258203,0.100281739
R3HDM2,0,0.019701018,0.086543776
R3HDM4,0.001367832,0.041334349,0.200121594
RAB10,0.000629373,0.10324706,0.450105998
RAB14,0.000131907,0.085944299,0.366018962
RAB18,7.34E-05,0.0722759,0.292664919
RAB1A,0.000366719,0.104441708,0.447179024
RAB21,0.000462273,0.045171034,0.193123095
RAB22A,0,0.040186825,0.181827495
RAB2A,0.000852002,0.115856085,0.498579123
RAB35,0.000854143,0.0302663,0.137046006
RAB3GAP1,0.001284795,0.045402009,0.189289115
RAB3GAP2,0.000254235,0.042123316,0.181118156
RAB4A,0.000151917,0.028798276,0.131589979
RAB5A,0.000222602,0.035869313,0.147703701
RAB5B,0.002687943,0.12688184,0.54537984
RAB5C,7.87E-05,0.026002582,0.121363891
RAB7A,0,0.162682514,0.714041077
